,Unnamed: 0,title,company,salary,summary,location
191,41,"Engineering Manager, Personalization",Spotify,,"Facilitate collaboration with other engineers, product managers, product designers, and data scientists in solving exciting and challenging problems across the…",
192,42,Cybersecurity Technical Curriculum Developer,Recorded Future,,"Work with the Instructional Designer to plan, create, analyze, and update cybersecurity training materials, including examinations and activities, and ensure…",
193,43,"Converse, Design Director - Energy & Closer to Market Appare...",Converse,,Ability to provide experience and training that maintain the highest level of competency among designers.Excellent communication skills will be critical with…,
194,44,Director of Product Design,Klaviyo,,You will lead and grow a team of product designers and work with multiple product groups that are tasked with helping customers utilize their own data and…,
195,45,Business Development Rep Boston,AHF LLC,,Develop and actively engage in networks outside of Parterre to obtain market intelligence necessary to compete effectively.,
196,46,Associate Product Marketing Manager,ENEL,,"Support marketing content development by working with marketing designer & content marketing manager to deliver new brochures, eBooks, and thought-leadership…",
197,47,Senior Product Designer,CVS Health,,5+ years of experience crafting experiences for complex consumer-facing products or business intelligence tools.Solid understanding of WCAG best practices.,
198,48,Preconstruction Manager,Gilbane Development Company,,Spend time with owners and designers in between deliverables to assure design progress in accordance with schedule and owner expectations.,
199,49,Marketing Specialist,VHB,,"Contribute to SWOT analysis and identify gaps in intelligence.Lead, develop, write, and produce routine to complex proposals and qualifications, with limited…",
200,50,"Sr. Engineering Manager, Analytics",Clari,,"Work closely with Product Managers and designers to shape the roadmap, design, and direction of Analytic features as a true co-owner.",
201,51,Senior Product Developer - Shark,SharkNinja,,"Develop user-relevant design targets for product performance and user experience (human factors, touchpoints, KPIs, and Consumer Satisfaction Indicators) – and…",
202,52,Principal Product Designer,IBM,,Multiply your impact by mentoring and developing product designers.We are seeking out a proactive designer who is willing to challenge the status quo and…,
203,53,Software Development Manager,Federal Reserve Bank of Boston,,"Collaborate with graphic and UI/UX designers to deliver visual and logical design intent.You will contribute to communities, the region, and the nation by…",
204,54,Field Marketing Specialist,Recorded Future,,"Manage vendors assisting with demand generation such as content syndication groups, graphic designers, fulfillment agencies.Willing to travel (~20 - 30%).",
205,55,S&T Laboratory Planner,CannonDesign,,"Provide guidance and advice to other designers and project leaders.Translate planning concepts into comprehensible terms for clients, designers and project…",
206,56,OBIEE Developer,CloudFountain,,"Design and implement Business Intelligence (BI) Systems using OBIEE 11/10g, OBIA 7.9.6.4, ODI 11g/10g, Informatica9.x/8.x, Oracle BI Publisher, Hyperion Essbase…",
207,57,Marketing Manager,CHARLESGATE,,"You are a leader who can lead team members internally and also external vendors (software vendors, graphic designers, brand agencies, for instance).",
208,58,"Technical Program Manager - Facebook App, Privacy",Facebook App,,"Experience in data intelligence (database query languages, and/or broad experience in using data for product decision making) when working in this context.",
209,59,"Eng II, Software Engrg (Hybrid)",Raytheon Intelligence & Space,,"As a Software Engineer, you will work on focused projects primarily at the Air Force Kessel Run Experimentation Lab (KREL) in Boston or Newport News, with a…",
210,60,Digital Products - Product Manager,PRICE WATERHOUSE COOPERS,,"Managing/coaching small multidisciplinary product teams and collaborating with designers, business users, and developers to innovate and drive product…",
211,61,Senior User Experience Researcher,Salesforce,,"By adding intelligence to automation, this combination offers the horsepower and flexibility to automate the toughest processes – including undocumented…",
212,62,DoD Account Executive,Basis Technology,,"From engineers to graphic designers, we empower every person in our company to make their mark.Our flagship product, Rosette, applies the current revolution in…",
213,63,"Senior Product Manager, Customer Service Intelligence & Mach...",Wayfair,,"The role is highly cross-functional requiring close interaction with data scientists, machine learning engineers, software developers and experience designers.",
214,64,newMarketing Manager,Arcaea,,"QA and provide feedback on content and layouts provided by writers and graphic designers, respectively.High emotional intelligence and self-awareness, which…",
215,65,"Associate Director / Director, Corporate Communications",Agenus Inc,,"Manage necessary external service providers such as PR firms, communications consultants, and website designers.Pays close attention to detail.",
216,66,Store Design Manager,Primark - US,,Demonstrating high levels of emotional intelligence and possess the ability to push back.Manage relationships with external designers and agencies to ensure…,
